Title,Category,Description,Specifications,SKU,Original Price,Sale Price,Availability,URL,Images_URL,Gender
Sekonda Radiance Ladies Watch | Silver Brass Case & Bracelet with Blue Mother-of-Pearl Dial | 40587,DRESS,"The watch has a round, ion-plated silver brass case and blue Mother-of-Pearl dial, stone set with 140 crystals on the bezel and dial. The watch is fastened with an ion-plated silver brass, semi-bangle bracelet.","Model 40587
 
 Round, ion-plated silver brass case 
 Stone set bezel 
 
 140 crystals 
 Stone set, blue Mother-of-Pearl dial. 
 
 Ion-plated silver, semi-bangle bracelet. 
 
 Jewellery clasp 
 Min strap length blue: 130mm 
 
 Max strap length: 195mm 
 2 year guarantee",40587,79.99,,in_stock,https://www.sekonda.com/p/sekonda-radiance-ladies-watch-silver-brass-case-bracelet-with-blue-mother-of-pearl-dial-40587,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40587_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40587_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40587_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40587_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40587_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40587_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_8_23.jpg",Ladies
Sekonda Radiance Ladies Watch | Gold Brass Case & Bracelet with Champagne Dial | 40588,DRESS,"The watch has a round, ion-plated gold brass case and champagne dial, stone set with 140 crystals on the bezel and dial. The watch is fastened with an ion-plated silver brass, semi-bangle bracelet.","Model 40588
 
 Round, ion-plated gold brass case 
 Stone set bezel 
 
 140 crystals 
 Stone set, champagne dial. 
 
 Ion-plated gold, semi-bangle bracelet. 
 
 Jewellery clasp 
 Min strap length blue: 130mm 
 
 Max strap length: 195mm 
 2 year guarantee",40588,84.99,,in_stock,https://www.sekonda.com/p/sekonda-radiance-ladies-watch-gold-brass-case-bracelet-with-champagne-dial-40588,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40588_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40588_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40588_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40588_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40588_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40588_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_12.jpg",Ladies
Sekonda Radiance Ladies Watch | Rose Gold Brass Case & Bracelet with Brown Dial | 40589,DRESS,"The watch has a round, ion-plated rose gold brass case and a brown sunray dial, stone set with 140 crystals on the bezel and dial. The watch is fastened with an ion-plated rose gold brass, semi-bangle bracelet.","Model 40589
 
 Round, ion-plated rose gold brass case 
 Stone set bezel 
 
 140 crystals 
 Stone set, brown sunray dial. 
 
 Ion-plated rose gold, semi-bangle bracelet. 
 
 Jewellery clasp 
 Min strap length blue: 130mm 
 
 Max strap length: 195mm 
 2 year guarantee",40589,89.99,,in_stock,https://www.sekonda.com/p/sekonda-radiance-ladies-watch-rose-gold-brass-case-bracelet-with-brown-dial-40589,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40589_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40589_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40589_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40589_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40589_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40589_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_74.jpg",Ladies
Sekonda Ladies SS23 Sparkle Radiance Watches,SPARKLE,,,sekondaw ladies radiance watches,79.99,54.99,in_stock,https://www.sekonda.com/p/ladies-ss23-sparkle-radiance-watches,,
Sekonda Radiance Ladies Watch | Silver Brass Case & Bracelet with Black Dial | 40630,DRESS,"The watch has a round, ion-plated silver brass case stone set with 138 crystals featuring a black Mother of Pearl dial. Fastened with an ion-plated silver brass semi-bangle bracelet with a jewellery clasp.","Model 40630 
 
 Round, stone set, ion-plated silver brass case 
 
 Black Mother of Pearl dial 
 
 Ion-plated silver, semi-bangle bracelet 
 
 Stone set with 138 crystals 
 
 Minimum strap length: 120mm 
 
 Maximum strap length: 207mm 
 
 2 year guarantee",40630,79.99,54.99,in_stock,https://www.sekonda.com/p/sekonda-radiance-ladies-watch-silver-brass-case-bracelet-with-black-dial-40630,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40630_front.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40630_left.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40630_close_up.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40630_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40630_right.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40630_back.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40630_front.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_61.jpg",Ladies
Sekonda Aurora Ladies Watch | Silver Alloy Case & Bracelet with Silver Dial | 40597,DRESS,"The watch has a round, ion-plated silver alloy case and a silver sunray dial with a glitter edge. The watch is fastened with an ion-plated silver alloy, semi-bangle bracelet embellished with 136 crystals.","Model 40597
 Round, ion-plated silver alloy case 
 
 Silver sunray dial with glitter edge. 
 
 Ion-plated silver alloy, stone set semi-bangle bracelet. 
 136 crystals 
 
 Jewellery clasp 
 
 Min strap length blue: 100mm 
 
 Max strap length: 191mm 
 
 2 year guarantee",40597,69.99,39.99,in_stock,https://www.sekonda.com/p/sekonda-aurora-ladies-watch-silver-alloy-case-bracelet-with-silver-dial-40597,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40597_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40597_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40597_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40597_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40597_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40597_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_8_20.jpg",Ladies
Sekonda Aurora Ladies Watch | Gold Alloy Case & Bracelet with Champagne Dial | 40598,DRESS,"The watch has a round, ion-plated gold alloy case and a champagne sunray dial with a silver glitter edge. The watch is fastened with an ion-plated gold, alloy semi-bangle bracelet embellished with 136 crystals.","Model 40598
 Round, ion-plated gold alloy case 
 
 Champagne sunray dial with silver glitter edge. 
 
 Ion-plated gold alloy, stone set semi-bangle bracelet. 
 136 crystals 
 
 Jewellery clasp 
 
 Min strap length blue: 100mm 
 
 Max strap length: 191mm 
 
 2 year guarantee",40598,74.99,54.99,in_stock,https://www.sekonda.com/p/sekonda-aurora-ladies-watch-gold-alloy-case-bracelet-with-champagne-dial-40598,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40598_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40598_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40598_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40598_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40598_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40598_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_51.jpg",Ladies
Sekonda Aurora Ladies Watch | Rose Gold Alloy Case & Bracelet with Rose Dial | 40599,DRESS,"The watch has a round, ion-plated rose gold alloy case and a rose sunray dial with a silver glitter edge. The watch is fastened with an ion-plated rose gold, alloy semi-bangle bracelet embellished with 136 crystals.","Model 40599
 Round, ion-plated rose gold alloy case 
 
 Rose sunray dial with silver glitter edge. 
 
 Ion-plated rose gold alloy, stone set semi-bangle bracelet. 
 136 crystals 
 
 Jewellery clasp 
 
 Min strap length blue: 100mm 
 
 Max strap length: 191mm 
 
 2 year guarantee",40599,79.99,,in_stock,https://www.sekonda.com/p/sekonda-aurora-ladies-watch-rose-gold-alloy-case-bracelet-with-rose-dial-40599,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40599_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40599_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40599_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40599_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40599_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40599_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_9.jpg",Ladies
Sekonda Ladies SS23 Sparkle Aurora Watches,SPARKLE,,,sekondaw ladies aurora watches,69.99,39.99,in_stock,https://www.sekonda.com/p/ladies-ss23-sparkle-aurora-watches,,
Sekonda Aurora Ladies Watch | Black Alloy Case & Bracelet with Black Dial | 40629,DRESS,"The watch has a round, ion-plated black alloy case and a black sunray dial with a black glittered edge. Fastened with an ion-plated black, stone set with 136 crystals, alloy semi-bangle bracelet with a jewellery clasp.","Model 40629 
 
 Round, ion-plated black alloy case 
 
 Black sunray dial with a glittered edge 
 
 Ion-plated black, stone set, alloy bracelet 
 
 Stone set with 136 crystals 
 
 Minimum strap length: 100mm 
 
 Maximum strap length: 190mm 
 
 2 year guarantee",40629,84.99,,in_stock,https://www.sekonda.com/p/sekonda-aurora-ladies-watch-black-alloy-case-bracelet-with-black-dial-40629,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40629_front.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40629_left.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40629_close_up.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40629_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40629_right.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40629_back.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40629_front.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_59.jpg",Ladies
Sekonda Hidden Hearts Ladies Watch | Silver Case & Alloy Bracelet with Silver Dial | 40507,DRESS,"This watch has a round, silver ionic plated alloy, stone set case with a blushed silver, stone set dial. Fastened with a stone set, silver ion plated alloy bracelet.","Model 40507
Round, silver ionic plated alloy case
Stone set silver dial
Silver ionic-plated alloy chain bracelet
2 year guarantee",40507,79.99,,in_stock,https://www.sekonda.com/p/sekonda-ladies-sparkle-watch-silver-case-alloy-bracelet-with-silver-dial-40507,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40507_front_1_.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40507_left.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40507_close_up_1_.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40507_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40507_back.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40507_front_1_.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_68.jpg",Ladies
Sekonda Hidden Hearts Ladies Watch | Two Tone Case & Alloy Bracelet with Black Dial | 40508,DRESS,"This watch has a round, two tone, rose gold and silver ionic plated alloy, stone set case with a blushed black, stone set dial. Fastened with a stone set, two tone ion plated alloy bracelet.","Model 40508
Round, two tone rose gold and silver ionic plated alloy case
Stone set black dial
Stone set, two tone ionic-plated alloy bracelet
2 year guarantee",40508,79.99,,in_stock,https://www.sekonda.com/p/sekonda-ladies-sparkle-watch-two-tone-case-alloy-bracelet-with-black-dial-40508,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40508_front_1.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40508_left.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40508_close_up_1.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40508_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40508_back.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40508_front_1.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_58.jpg",Ladies
Sekonda Hidden Hearts Ladies Watch | Rose Gold Case & Alloy Bracelet with Rose Dial | 40509,DRESS,"This watch has a round, rose gold ionic plated alloy, stone set case with a blushed rose, stone set dial. Fastened with a stone set, rose gold ion plated alloy bracelet.","Model 40509
Round, rose gold ionic plated alloy, stone set case
Stone set rose dial
Stone set, rose gold ionic-plated alloy bracelet
2 year guarantee",40509,79.99,,in_stock,https://www.sekonda.com/p/sekonda-ladies-sparkle-watch-rose-gold-case-alloy-bracelet-with-rose-dial-40509,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40509_front_1.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40509_right.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40509_close_up_1.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40509_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40509_back.jpg, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_103.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40509_front_1.png",Ladies
Sekonda Ladies Sparkle Hidden Hearts Watches,SPARKLE,,,sekondaw-Sparkle-Heart-Watch,84.99,49.99,in_stock,https://www.sekonda.com/p/ladies-sparkle-heart-watch-sekondaw,,
Sekonda Hidden Hearts Ladies Watch | Two Tone Alloy Case & Bracelet with Silver Dial | 40600,DRESS,"The watch has a stone set, round ion-plated silver and gold alloy case and silver stone set dial. Fastened with a stone set, two tone ion-plated gold and silver alloy bracelet. The watch is embellished with 88 crystals on the case, dial, and bracelet.","Model 40600
 Round, two tone ion-plated gold and silver, stone set alloy case 
 
 Stone set silver dial. 
 
 Two tone, ion-plated gold and silver alloy, stone set bracelet. 
 
 88 crystals 
 Jewellery clasp 
 
 Min strap length blue: 150mm 
 
 Max strap length: 200mm 
 
 2 year guarantee",40600,84.99,,in_stock,https://www.sekonda.com/p/sekonda-hidden-hearts-ladies-watch-two-tone-alloy-case-bracelet-with-silver-dial-40600,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40600_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40600_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40600_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40600_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40600_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40600_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_47.jpg",Ladies
Sekonda Hidden Hearts Ladies Watch | Gold Alloy Case & Bracelet with Champagne Dial | 40601,DRESS,"The watch has a stone set, round ion-plated gold alloy case and a champagne stone set dial. Fastened with a stone set, gold alloy bracelet. The watch is embellished with 88 crystals on the case, dial, and bracelet.","Model 40601
 Round, ion-plated gold, stone set alloy case 
 
 Stone set champagne dial. 
 
 Ion-plated gold alloy, stone set bracelet. 
 
 88 crystals 
 Jewellery clasp 
 
 Min strap length blue: 150mm 
 
 Max strap length: 200mm 
 
 2 year guarantee",40601,84.99,49.99,in_stock,https://www.sekonda.com/p/sekonda-hidden-hearts-ladies-watch-gold-alloy-case-bracelet-with-champagne-dial-40601,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40601_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40601_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40601_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40601_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40601_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40601_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_3_6.jpg",Ladies
Sekonda Hidden Hearts Ladies Watch | Black Alloy Case & Bracelet with Black Dial | 40628,DRESS,"The watch has a round, ion-plated black alloy case and black dial set with 4 crystals. Fastened with an ion-plated black alloy bracelet with a jewellery clasp and stone set with 88 crystals.","Model 40628 
 Round, ion-plated black alloy case 
 Black, stone set dial 
 Ion-plated black alloy bracelet 
 Stone set with 88 crystals 
 Minimum strap length: 150mm 
 Maximum strap length: 200mm 
 2 year guarantee",40628,89.99,67.99,in_stock,https://www.sekonda.com/p/sekonda-hidden-hearts-ladies-watch-black-alloy-case-bracelet-with-black-dial-40628,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40628_front.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40628_left.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40628_close_up.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40628_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40628_right.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40628_back.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40628_front.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_3_24.jpg",Ladies
Sekonda Lunar Ladies Watch | Silver Alloy Case & Bracelet with a Silver Dial | 40558,DRESS,"This watch has a rectangular, ion-plated silver alloy case with a silver quilted patterned dial. The watch is fastened with a silver ion-plated alloy bracelet.","Model 40558
 Rectangular, ion-plated silver alloy case 
 Silver dial 
 Silver ion-plated alloy bracelet
 Min bracelet length: 130mm 
 Max bracelet length: 196mm 
 2 year guarantee",40558,79.99,,in_stock,https://www.sekonda.com/p/sekonda-lunar-ladies-watch-silver-alloy-case-bracelet-with-a-silver-dial-40558,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40558_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40558_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40558_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40558_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40558_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40558_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_54.jpg",Ladies
Sekonda Lunar Ladies Watch | Gold Alloy Case & Bracelet with Gold Dial | 40559,DRESS,"This watch has a rectangular, ion-plated gold alloy case with a gold quilted patterned dial. The watch is fastened with a gold ion-plated alloy bracelet.","Model 40559
 Rectangular, ion-plated gold alloy case 
 Gold dial 
 Gold ion-plated alloy bracelet
 Min bracelet length: 130mm 
 Max bracelet length: 196mm 
 2 year guarantee",40559,79.99,,in_stock,https://www.sekonda.com/p/sekonda-lunar-ladies-watch-gold-alloy-case-bracelet-with-gold-dial-40559,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40559_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40559_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40559_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40559_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40559_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40559_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_62.jpg",Ladies
Sekonda Lunar Ladies Watch | Rose Gold Alloy Case & Bracelet with Rose Gold Dial | 40560,DRESS,"This watch has a rectangular, ion-plated rose gold alloy case with a rose gold quilted patterned dial. The watch is fastened with a rose gold ion-plated alloy bracelet.","Model 40560
 Rectangular, ion-plated rose gold alloy case 
 Rose gold dial 
 Rose gold ion-plated alloy bracelet
 Min bracelet length: 130mm 
 Max bracelet length: 196mm 
 2 year guarantee",40560,79.99,,in_stock,https://www.sekonda.com/p/sekonda-lunar-ladies-watch-rose-gold-alloy-case-bracelet-with-rose-gold-dial-40560,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40560_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40560_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40560_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40560_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40560_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40560_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9.jpg",Ladies
Sekonda Ladies SS23 Elegance Lunar Watches,ELEGANCE,,,sekondaw Lunar watches,79.99,49.99,in_stock,https://www.sekonda.com/p/ladies-ss23-elegance-lunar-watches,,
Sekonda Lunar Ladies Watch | Black Alloy Case & Bracelet with Black Dial | 40627,DRESS,"The watch has a rectangular, ion-plated black alloy case with a stone set black dial, embossed with a quilted pattern. Fastened with an ion-plated black alloy bracelet with a quilted pattern and a jewellery clasp.","Model 40627 
 
 Rectangular, ion-plated black alloy case 
 
 Black, stone set, quilted dial 
 
 Ion-plated black alloy bracelet 
 
 Minimum strap length: 130mm 
 
 Maximum strap length: 196mm 
 
 2 year guarantee",40627,79.99,49.99,in_stock,https://www.sekonda.com/p/sekonda-lunar-ladies-watch-black-alloy-case-bracelet-with-black-dial-40627,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40627_front.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40627_left.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40627_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40627_close_up.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40627_right.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40627_back.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40627_front.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_3_30.jpg",Ladies
Sekonda Ladies Dress Watch | Silver Alloy Case & Bracelet with White Mother of Pearl Dial | 4880,DRESS,This watch has an ion-plated silver alloy case and bracelet decorated with antique finish and covered with marcasite stones housing a white Mother of Pearl dial.,"Model 4880 
 
 Rectangle, ion plated silver alloy case decorated with antique finish and marcasite stones 
 
 White Mother of Pearl dial 
 
 Ion-plated silver alloy bracelet decorated with antique finish and marcasite stones 
 
 Minimum length of bracelet – 145mm 
 
 Maximum length of bracelet – 182mm 
 
 2 year guarantee",4880,49.99,29.99,in_stock,https://www.sekonda.com/p/sekonda-ladies-dress-watch-silver-alloy-case-bracelet-with-white-mother-of-pearl-dial-4880,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_4880_front_complete.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_4880_front_complete.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_3_23.jpg",Ladies
Sekonda Classic Ladies Watch | Silver Alloy Case & Bracelet with Blue Dial | 2970,CLASSIC,"This watch has a round ion-plated silver alloy case with a coin edged bezel and a blue sunray, stone set dial. The watch is fastened with an ion-plated silver alloy bracelet.","Model 2970 
 
 Round, ion-plated silver alloy case 
 
 Coin edged bezel 
 
 Blue sunray stone set dial 
 
 Ion-plated silver alloy bracelet 
 
 Minimum length of bracelet – 140mm 
 
 Maximum length of bracelet – 187mm 
 
 2 year guarantee",2970,39.99,24.99,in_stock,https://www.sekonda.com/p/sekonda-classic-ladies-watch-silver-alloy-case-bracelet-with-blue-dial-2970,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_2970_front_complete.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_2970_front_complete.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_97.jpg",Ladies
Sekonda Ladies Dress Watch | Rose Gold Alloy Case & Beige PU Strap with Rose Dial | 2705,DRESS,"This watch features a round, rose gold ion-plated, stone set case with a rise dial. Fastened with a beige PU strap.","Model 2705 
 Round, rose gold ion-plated alloy, stone set case 
 Rose dial 
 Biege PU strap 
 Minimum strap length – 145mm 
 Maximum strap length – 185mm 
 2 year guarantee",2705,39.99,27.99,in_stock,https://www.sekonda.com/p/sekonda-ladies-dress-watch-rose-gold-alloy-case-beige-pu-strap-with-rose-dial-2705,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_2705_front_complete.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_2705_front_complete.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_3_47.jpg",Ladies
Sekonda Celeste Starlet Ladies Watch | Black Alloy Case & Bracelet with Black Dial | 40632,DRESS,"This watch has a round, ion-plated black alloy case with a stone set with 130 crystals on a black sunray dial. Fastened with an ion-plated black, stone set with 130 crystals, alloy semi-bangle bracelet with a jewellery clasp.","Model 40632 
 
 Round, stone set, ion-plated black alloy case 
 
 Black sunray dial 
 
 Ion-plated black, semi-bangle bracelet 
 
 Stone set with 260 crystals 
 
 Minimum strap length: 100mm 
 
 Maximum strap length: 190mm 
 
 2 year guarantee",40632,84.99,,in_stock,https://www.sekonda.com/p/sekonda-celeste-starlet-ladies-watch-black-alloy-case-bracelet-with-black-dial-40632,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40632_front.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40632_left_2.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40632_close_up.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40632_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40632_right.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40632_back.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40632_front.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_8_42.jpg",Ladies
